                  Time[d],	              TimeStep[d],	                 Qo[m3/d],	                 Qw[m3/d],	                 Qg[m3/d],	                Qwi[m3/d],	             PwfProd[bar],	              PwfInj[bar],	             PwhProd[bar],	              PwhInj[bar],	            QgFlare[m3/d],	             QgFuel[m3/d],	              QgExp[m3/d],	                 Pump[MW],	                  ESP[MW],	             ExpCompr[MW],	           TotalPower[MW],	    GasEmission[tonCO2/d],	 DieselEmission[tonCO2/d],	  TotalEmission[tonCO2/d],	      CumEmission[tonCO2],	   RelEmission[kgCO2/boe]
                   709.52,	                     4.18,	                   312.38,	                   682.90,	                   624.76,	                  1000.00,	                   277.28,	                   529.29,	                    20.00,	                   253.99,	                    12.50,	                   612.26,	                     0.00,	                     0.39,	                     0.28,	                     0.00,	                     0.67,	                     1.15,	                     3.97,	                     5.13,	                  6506.14,	                    16.38
                   714.53,	                     5.01,	                   309.85,	                   683.60,	                   619.69,	                  1000.00,	                   277.22,	                   527.72,	                    20.00,	                   252.41,	                    12.39,	                   607.30,	                     0.00,	                     0.39,	                     0.28,	                     0.00,	                     0.67,	                     1.14,	                     3.96,	                     5.10,	                  6531.71,	                    16.43
                   720.54,	                     6.01,	                   307.01,	                   684.36,	                   614.02,	                  1000.00,	                   277.15,	                   525.90,	                    20.00,	                   250.60,	                    12.28,	                   601.74,	                     0.00,	                     0.39,	                     0.28,	                     0.00,	                     0.67,	                     1.13,	                     3.94,	                     5.07,	                  6562.21,	                    16.48
                   724.15,	                     3.61,	                   307.07,	                   689.40,	                   614.13,	                  1000.00,	                   277.32,	                   525.61,	                    20.00,	                   250.31,	                    12.28,	                   601.85,	                     0.00,	                     0.38,	                     0.28,	                     0.00,	                     0.67,	                     1.13,	                     3.94,	                     5.08,	                  6580.53,	                    16.50
                   728.48,	                     4.33,	                   304.85,	                   689.97,	                   609.71,	                  1000.00,	                   277.26,	                   524.26,	                    20.00,	                   248.96,	                    12.19,	                   597.51,	                     0.00,	                     0.38,	                     0.28,	                     0.00,	                     0.67,	                     1.13,	                     3.93,	                     5.05,	                  6602.41,	                    16.54
                   733.68,	                     5.20,	                   302.38,	                   690.60,	                   604.75,	                  1000.00,	                   277.20,	                   522.71,	                    20.00,	                   247.41,	                    12.10,	                   592.66,	                     0.00,	                     0.38,	                     0.28,	                     0.00,	                     0.66,	                     1.12,	                     3.91,	                     5.03,	                  6628.54,	                    16.59
                   739.91,	                     6.24,	                   299.60,	                   691.26,	                   599.19,	                  1000.00,	                   277.13,	                   520.92,	                    20.00,	                   245.62,	                    11.98,	                   587.21,	                     0.00,	                     0.38,	                     0.28,	                     0.00,	                     0.66,	                     1.11,	                     3.89,	                     5.00,	                  6659.70,	                    16.65
                   743.66,	                     3.74,	                   299.67,	                   696.34,	                   599.33,	                  1000.00,	                   277.30,	                   520.65,	                    20.00,	                   245.35,	                    11.99,	                   587.35,	                     0.00,	                     0.38,	                     0.28,	                     0.00,	                     0.66,	                     1.11,	                     3.90,	                     5.00,	                  6678.42,	                    16.66
                   748.15,	                     4.49,	                   297.50,	                   696.84,	                   595.00,	                  1000.00,	                   277.25,	                   519.32,	                    20.00,	                   244.02,	                    11.90,	                   583.10,	                     0.00,	                     0.38,	                     0.28,	                     0.00,	                     0.66,	                     1.10,	                     3.88,	                     4.98,	                  6700.78,	                    16.71
                   753.53,	                     5.39,	                   295.07,	                   697.38,	                   590.13,	                  1000.00,	                   277.18,	                   517.79,	                    20.00,	                   242.49,	                    11.80,	                   578.33,	                     0.00,	                     0.37,	                     0.28,	                     0.00,	                     0.65,	                     1.09,	                     3.87,	                     4.95,	                  6727.48,	                    16.76
                   760.00,	                     6.47,	                   292.35,	                   697.98,	                   584.71,	                  1000.00,	                   277.11,	                   516.03,	                    20.00,	                   240.73,	                    11.69,	                   573.01,	                     0.00,	                     0.37,	                     0.28,	                     0.00,	                     0.65,	                     1.08,	                     3.85,	                     4.93,	                  6759.32,	                    16.81
                   763.88,	                     3.88,	                   292.43,	                   703.09,	                   584.86,	                  1000.00,	                   277.29,	                   515.77,	                    20.00,	                   240.47,	                    11.70,	                   573.17,	                     0.00,	                     0.37,	                     0.28,	                     0.00,	                     0.65,	                     1.08,	                     3.85,	                     4.93,	                  6778.45,	                    16.83
                   768.53,	                     4.65,	                   290.30,	                   703.52,	                   580.60,	                  1000.00,	                   277.23,	                   514.46,	                    20.00,	                   239.16,	                    11.61,	                   568.99,	                     0.00,	                     0.37,	                     0.28,	                     0.00,	                     0.65,	                     1.07,	                     3.84,	                     4.91,	                  6801.30,	                    16.88
                   774.12,	                     5.59,	                   287.92,	                   704.00,	                   575.84,	                  1000.00,	                   277.17,	                   512.95,	                    20.00,	                   237.65,	                    11.52,	                   564.33,	                     0.00,	                     0.37,	                     0.28,	                     0.00,	                     0.65,	                     1.06,	                     3.82,	                     4.88,	                  6828.58,	                    16.93
                   780.82,	                     6.70,	                   285.26,	                   704.50,	                   570.52,	                  1000.00,	                   277.10,	                   511.22,	                    20.00,	                   235.92,	                    11.41,	                   559.11,	                     0.00,	                     0.36,	                     0.28,	                     0.00,	                     0.64,	                     1.05,	                     3.80,	                     4.85,	                  6861.12,	                    16.98
                   784.84,	                     4.02,	                   285.36,	                   709.69,	                   570.72,	                  1000.00,	                   277.27,	                   510.97,	                    20.00,	                   235.67,	                    11.41,	                   559.31,	                     0.00,	                     0.36,	                     0.28,	                     0.00,	                     0.64,	                     1.05,	                     3.81,	                     4.86,	                  6880.67,	                    17.00
                   789.67,	                     4.83,	                   283.27,	                   710.06,	                   566.54,	                  1000.00,	                   277.21,	                   509.68,	                    20.00,	                   234.38,	                    11.33,	                   555.21,	                     0.00,	                     0.36,	                     0.28,	                     0.00,	                     0.64,	                     1.05,	                     3.79,	                     4.84,	                  6904.02,	                    17.05
                   795.46,	                     5.79,	                   280.94,	                   710.46,	                   561.87,	                  1000.00,	                   277.15,	                   508.20,	                    20.00,	                   232.90,	                    11.24,	                   550.64,	                     0.00,	                     0.36,	                     0.28,	                     0.00,	                     0.64,	                     1.04,	                     3.78,	                     4.81,	                  6931.90,	                    17.10
                   798.93,	                     3.47,	                   281.12,	                   715.25,	                   562.23,	                  1000.00,	                   277.32,	                   508.05,	                    20.00,	                   232.75,	                    11.24,	                   550.99,	                     0.00,	                     0.36,	                     0.28,	                     0.00,	                     0.64,	                     1.04,	                     3.78,	                     4.82,	                  6948.65,	                    17.12
                   803.10,	                     4.17,	                   279.30,	                   715.51,	                   558.59,	                  1000.00,	                   277.26,	                   506.94,	                    20.00,	                   231.64,	                    11.17,	                   547.42,	                     0.00,	                     0.36,	                     0.28,	                     0.00,	                     0.64,	                     1.03,	                     3.77,	                     4.80,	                  6968.68,	                    17.16
                   808.11,	                     5.00,	                   277.26,	                   715.80,	                   554.52,	                  1000.00,	                   277.21,	                   505.67,	                    20.00,	                   230.37,	                    11.09,	                   543.43,	                     0.00,	                     0.35,	                     0.28,	                     0.00,	                     0.64,	                     1.02,	                     3.76,	                     4.78,	                  6992.59,	                    17.21
                   814.11,	                     6.00,	                   274.98,	                   716.12,	                   549.97,	                  1000.00,	                   277.14,	                   504.21,	                    20.00,	                   228.90,	                    11.00,	                   538.97,	                     0.00,	                     0.35,	                     0.28,	                     0.00,	                     0.63,	                     1.02,	                     3.74,	                     4.75,	                  7021.14,	                    17.26
                   817.72,	                     3.60,	                   275.16,	                   720.90,	                   550.33,	                  1000.00,	                   277.31,	                   504.06,	                    20.00,	                   228.75,	                    11.01,	                   539.32,	                     0.00,	                     0.35,	                     0.28,	                     0.00,	                     0.63,	                     1.02,	                     3.75,	                     4.76,	                  7038.30,	                    17.27
                   822.04,	                     4.32,	                   273.38,	                   721.10,	                   546.76,	                  1000.00,	                   277.25,	                   502.96,	                    20.00,	                   227.66,	                    10.94,	                   535.82,	                     0.00,	                     0.35,	                     0.28,	                     0.00,	                     0.63,	                     1.01,	                     3.73,	                     4.74,	                  7058.81,	                    17.32
                   827.23,	                     5.19,	                   271.39,	                   721.32,	                   542.77,	                  1000.00,	                   277.19,	                   501.70,	                    20.00,	                   226.40,	                    10.86,	                   531.92,	                     0.00,	                     0.35,	                     0.28,	                     0.00,	                     0.63,	                     1.00,	                     3.72,	                     4.72,	                  7083.30,	                    17.36
                   833.45,	                     6.23,	                   269.16,	                   721.56,	                   538.31,	                  1000.00,	                   277.13,	                   500.26,	                    20.00,	                   224.96,	                    10.77,	                   527.55,	                     0.00,	                     0.35,	                     0.28,	                     0.00,	                     0.63,	                     0.99,	                     3.70,	                     4.70,	                  7112.54,	                    17.41
                   837.19,	                     3.74,	                   269.35,	                   726.37,	                   538.69,	                  1000.00,	                   277.29,	                   500.12,	                    20.00,	                   224.81,	                    10.77,	                   527.92,	                     0.00,	                     0.35,	                     0.28,	                     0.00,	                     0.63,	                     0.99,	                     3.71,	                     4.70,	                  7130.11,	                    17.43
                   841.67,	                     4.48,	                   267.59,	                   726.51,	                   535.19,	                  1000.00,	                   277.24,	                   499.03,	                    20.00,	                   223.73,	                    10.70,	                   524.48,	                     0.00,	                     0.34,	                     0.28,	                     0.00,	                     0.63,	                     0.99,	                     3.70,	                     4.69,	                  7151.12,	                    17.47
                   847.05,	                     5.38,	                   265.64,	                   726.68,	                   531.28,	                  1000.00,	                   277.18,	                   497.79,	                    20.00,	                   222.49,	                    10.63,	                   520.66,	                     0.00,	                     0.34,	                     0.28,	                     0.00,	                     0.62,	                     0.98,	                     3.68,	                     4.66,	                  7176.20,	                    17.52
                   853.50,	                     6.45,	                   263.45,	                   726.84,	                   526.89,	                  1000.00,	                   277.11,	                   496.36,	                    20.00,	                   221.06,	                    10.54,	                   516.36,	                     0.00,	                     0.34,	                     0.28,	                     0.00,	                     0.62,	                     0.97,	                     3.67,	                     4.64,	                  7206.15,	                    17.58
                   857.38,	                     3.87,	                   263.64,	                   731.69,	                   527.28,	                  1000.00,	                   277.28,	                   496.22,	                    20.00,	                   220.92,	                    10.55,	                   516.74,	                     0.00,	                     0.34,	                     0.28,	                     0.00,	                     0.62,	                     0.97,	                     3.67,	                     4.65,	                  7224.15,	                    17.59
                   862.02,	                     4.65,	                   261.92,	                   731.78,	                   523.83,	                  1000.00,	                   277.23,	                   495.15,	                    20.00,	                   219.85,	                    10.48,	                   513.35,	                     0.00,	                     0.34,	                     0.28,	                     0.00,	                     0.62,	                     0.97,	                     3.66,	                     4.63,	                  7245.66,	                    17.64
                   867.60,	                     5.58,	                   259.99,	                   731.88,	                   519.98,	                  1000.00,	                   277.17,	                   493.92,	                    20.00,	                   218.62,	                    10.40,	                   509.58,	                     0.00,	                     0.34,	                     0.28,	                     0.00,	                     0.62,	                     0.96,	                     3.65,	                     4.61,	                  7271.35,	                    17.69
                   874.29,	                     6.69,	                   257.84,	                   731.98,	                   515.68,	                  1000.00,	                   277.10,	                   492.50,	                    20.00,	                   217.20,	                    10.31,	                   505.36,	                     0.00,	                     0.33,	                     0.28,	                     0.00,	                     0.61,	                     0.95,	                     3.63,	                     4.58,	                  7302.02,	                    17.74
                   878.31,	                     4.02,	                   258.04,	                   736.88,	                   516.07,	                  1000.00,	                   277.27,	                   492.37,	                    20.00,	                   217.07,	                    10.32,	                   505.75,	                     0.00,	                     0.33,	                     0.28,	                     0.00,	                     0.62,	                     0.95,	                     3.64,	                     4.59,	                  7320.45,	                    17.76
                   883.13,	                     4.82,	                   256.34,	                   736.93,	                   512.68,	                  1000.00,	                   277.21,	                   491.31,	                    20.00,	                   216.01,	                    10.25,	                   502.43,	                     0.00,	                     0.33,	                     0.28,	                     0.00,	                     0.61,	                     0.95,	                     3.63,	                     4.57,	                  7342.48,	                    17.80
                   888.91,	                     5.78,	                   254.44,	                   736.97,	                   508.88,	                  1000.00,	                   277.15,	                   490.09,	                    20.00,	                   214.79,	                    10.18,	                   498.71,	                     0.00,	                     0.33,	                     0.28,	                     0.00,	                     0.61,	                     0.94,	                     3.61,	                     4.55,	                  7368.80,	                    17.85
                   895.85,	                     6.94,	                   252.32,	                   737.00,	                   504.65,	                  1000.00,	                   277.08,	                   488.69,	                    20.00,	                   213.39,	                    10.09,	                   494.55,	                     0.00,	                     0.33,	                     0.28,	                     0.00,	                     0.61,	                     0.93,	                     3.60,	                     4.53,	                  7400.21,	                    17.91
                   900.01,	                     4.16,	                   252.52,	                   741.95,	                   505.05,	                  1000.00,	                   277.25,	                   488.57,	                    20.00,	                   213.27,	                    10.10,	                   494.95,	                     0.00,	                     0.33,	                     0.28,	                     0.00,	                     0.61,	                     0.93,	                     3.60,	                     4.54,	                  7419.09,	                    17.92
                   905.00,	                     5.00,	                   250.85,	                   741.95,	                   501.70,	                  1000.00,	                   277.20,	                   487.52,	                    20.00,	                   212.22,	                    10.03,	                   491.67,	                     0.00,	                     0.33,	                     0.28,	                     0.00,	                     0.61,	                     0.93,	                     3.59,	                     4.52,	                  7441.65,	                    17.97
                   911.00,	                     5.99,	                   248.99,	                   741.96,	                   497.97,	                  1000.00,	                   277.13,	                   486.31,	                    20.00,	                   211.01,	                     9.96,	                   488.01,	                     0.00,	                     0.32,	                     0.28,	                     0.00,	                     0.61,	                     0.92,	                     3.58,	                     4.50,	                  7468.60,	                    18.02
                   918.19,	                     7.19,	                   246.90,	                   741.92,	                   493.79,	                  1000.00,	                   277.06,	                   484.92,	                    20.00,	                   209.62,	                     9.88,	                   483.91,	                     0.00,	                     0.32,	                     0.28,	                     0.00,	                     0.60,	                     0.91,	                     3.56,	                     4.47,	                  7500.77,	                    18.08
                   922.51,	                     4.32,	                   247.10,	                   746.93,	                   494.20,	                  1000.00,	                   277.24,	                   484.81,	                    20.00,	                   209.51,	                     9.88,	                   484.32,	                     0.00,	                     0.32,	                     0.28,	                     0.00,	                     0.60,	                     0.91,	                     3.57,	                     4.48,	                  7520.11,	                    18.10
                   927.69,	                     5.18,	                   245.45,	                   746.87,	                   490.90,	                  1000.00,	                   277.18,	                   483.77,	                    20.00,	                   208.47,	                     9.82,	                   481.08,	                     0.00,	                     0.32,	                     0.28,	                     0.00,	                     0.60,	                     0.91,	                     3.56,	                     4.46,	                  7543.22,	                    18.14
                   933.90,	                     6.22,	                   243.61,	                   746.83,	                   487.22,	                  1000.00,	                   277.12,	                   482.57,	                    20.00,	                   207.27,	                     9.74,	                   477.48,	                     0.00,	                     0.32,	                     0.28,	                     0.00,	                     0.60,	                     0.90,	                     3.54,	                     4.44,	                  7570.82,	                    18.19
                   937.63,	                     3.73,	                   243.87,	                   751.48,	                   487.74,	                  1000.00,	                   277.28,	                   482.53,	                    20.00,	                   207.22,	                     9.75,	                   477.98,	                     0.00,	                     0.32,	                     0.28,	                     0.00,	                     0.60,	                     0.90,	                     3.55,	                     4.45,	                  7587.42,	                    18.21
                   942.11,	                     4.48,	                   242.42,	                   751.38,	                   484.85,	                  1000.00,	                   277.23,	                   481.63,	                    20.00,	                   206.33,	                     9.70,	                   475.15,	                     0.00,	                     0.32,	                     0.28,	                     0.00,	                     0.60,	                     0.90,	                     3.54,	                     4.43,	                  7607.26,	                    18.25
                   947.48,	                     5.37,	                   240.81,	                   751.28,	                   481.61,	                  1000.00,	                   277.17,	                   480.60,	                    20.00,	                   205.30,	                     9.63,	                   471.98,	                     0.00,	                     0.32,	                     0.28,	                     0.00,	                     0.60,	                     0.89,	                     3.53,	                     4.42,	                  7630.97,	                    18.30
                   953.92,	                     6.44,	                   239.00,	                   751.16,	                   478.00,	                  1000.00,	                   277.11,	                   479.41,	                    20.00,	                   204.11,	                     9.56,	                   468.44,	                     0.00,	                     0.31,	                     0.28,	                     0.00,	                     0.59,	                     0.88,	                     3.51,	                     4.39,	                  7659.29,	                    18.35
                   957.79,	                     3.87,	                   239.26,	                   755.82,	                   478.52,	                  1000.00,	                   277.27,	                   479.37,	                    20.00,	                   204.06,	                     9.57,	                   468.95,	                     0.00,	                     0.31,	                     0.28,	                     0.00,	                     0.60,	                     0.88,	                     3.52,	                     4.40,	                  7676.32,	                    18.37
                   962.43,	                     4.64,	                   237.83,	                   755.68,	                   475.67,	                  1000.00,	                   277.22,	                   478.48,	                    20.00,	                   203.17,	                     9.51,	                   466.16,	                     0.00,	                     0.31,	                     0.28,	                     0.00,	                     0.59,	                     0.88,	                     3.51,	                     4.39,	                  7696.67,	                    18.41
                   968.00,	                     5.57,	                   236.24,	                   755.51,	                   472.48,	                  1000.00,	                   277.16,	                   477.45,	                    20.00,	                   202.15,	                     9.45,	                   463.03,	                     0.00,	                     0.31,	                     0.28,	                     0.00,	                     0.59,	                     0.87,	                     3.50,	                     4.37,	                  7721.00,	                    18.46
                   974.68,	                     6.68,	                   234.47,	                   755.35,	                   468.93,	                  1000.00,	                   277.10,	                   476.28,	                    20.00,	                   200.97,	                     9.38,	                   459.55,	                     0.00,	                     0.31,	                     0.28,	                     0.00,	                     0.59,	                     0.87,	                     3.48,	                     4.35,	                  7750.06,	                    18.51
                   978.69,	                     4.01,	                   234.72,	                   760.04,	                   469.45,	                  1000.00,	                   277.26,	                   476.23,	                    20.00,	                   200.93,	                     9.39,	                   460.06,	                     0.00,	                     0.31,	                     0.28,	                     0.00,	                     0.59,	                     0.87,	                     3.49,	                     4.36,	                  7767.53,	                    18.53
                   983.50,	                     4.81,	                   233.32,	                   759.84,	                   466.63,	                  1000.00,	                   277.21,	                   475.34,	                    20.00,	                   200.04,	                     9.33,	                   457.30,	                     0.00,	                     0.31,	                     0.28,	                     0.00,	                     0.59,	                     0.86,	                     3.48,	                     4.34,	                  7788.41,	                    18.57
                   989.27,	                     5.77,	                   231.75,	                   759.64,	                   463.50,	                  1000.00,	                   277.15,	                   474.33,	                    20.00,	                   199.03,	                     9.27,	                   454.23,	                     0.00,	                     0.31,	                     0.28,	                     0.00,	                     0.59,	                     0.86,	                     3.47,	                     4.32,	                  7813.37,	                    18.62
                   996.20,	                     6.93,	                   229.99,	                   759.40,	                   459.99,	                  1000.00,	                   277.08,	                   473.16,	                    20.00,	                   197.86,	                     9.20,	                   450.79,	                     0.00,	                     0.30,	                     0.28,	                     0.00,	                     0.58,	                     0.85,	                     3.45,	                     4.30,	                  7843.18,	                    18.67
                  1000.35,	                     4.16,	                   230.26,	                   764.14,	                   460.51,	                  1000.00,	                   277.25,	                   473.12,	                    20.00,	                   197.82,	                     9.21,	                   451.30,	                     0.00,	                     0.30,	                     0.28,	                     0.00,	                     0.59,	                     0.85,	                     3.46,	                     4.31,	                  7861.10,	                    18.69
                  1005.34,	                     4.99,	                   228.86,	                   763.90,	                   457.73,	                  1000.00,	                   277.20,	                   472.24,	                    20.00,	                   196.94,	                     9.15,	                   448.57,	                     0.00,	                     0.30,	                     0.28,	                     0.00,	                     0.58,	                     0.84,	                     3.45,	                     4.30,	                  7882.53,	                    18.74
                  1011.33,	                     5.99,	                   227.31,	                   763.65,	                   454.63,	                  1000.00,	                   277.14,	                   471.23,	                    20.00,	                   195.92,	                     9.09,	                   445.53,	                     0.00,	                     0.30,	                     0.28,	                     0.00,	                     0.58,	                     0.84,	                     3.44,	                     4.28,	                  7908.14,	                    18.78
                  1018.51,	                     7.18,	                   225.59,	                   763.38,	                   451.17,	                  1000.00,	                   277.07,	                   470.06,	                    20.00,	                   194.76,	                     9.02,	                   442.15,	                     0.00,	                     0.30,	                     0.28,	                     0.00,	                     0.58,	                     0.83,	                     3.43,	                     4.26,	                  7938.72,	                    18.84
                  1022.82,	                     4.31,	                   225.84,	                   768.16,	                   451.68,	                  1000.00,	                   277.24,	                   470.03,	                    20.00,	                   194.73,	                     9.03,	                   442.65,	                     0.00,	                     0.30,	                     0.28,	                     0.00,	                     0.58,	                     0.83,	                     3.43,	                     4.27,	                  7957.11,	                    18.86
                  1027.99,	                     5.17,	                   224.47,	                   767.90,	                   448.94,	                  1000.00,	                   277.18,	                   469.15,	                    20.00,	                   193.85,	                     8.98,	                   439.96,	                     0.00,	                     0.30,	                     0.28,	                     0.00,	                     0.58,	                     0.83,	                     3.42,	                     4.25,	                  7979.09,	                    18.90
                  1034.19,	                     6.21,	                   222.94,	                   767.61,	                   445.87,	                  1000.00,	                   277.12,	                   468.15,	                    20.00,	                   192.85,	                     8.92,	                   436.96,	                     0.00,	                     0.30,	                     0.28,	                     0.00,	                     0.58,	                     0.82,	                     3.41,	                     4.23,	                  8005.37,	                    18.95
                  1041.64,	                     7.45,	                   221.22,	                   767.25,	                   442.44,	                  1000.00,	                   277.05,	                   466.99,	                    20.00,	                   191.69,	                     8.85,	                   433.59,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.58,	                     0.82,	                     3.40,	                     4.21,	                  8036.74,	                    19.01
                  1046.11,	                     4.47,	                   221.48,	                   772.11,	                   442.97,	                  1000.00,	                   277.22,	                   466.96,	                    20.00,	                   191.66,	                     8.86,	                   434.11,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.58,	                     0.82,	                     3.40,	                     4.22,	                  8055.60,	                    19.03
                  1051.47,	                     5.36,	                   220.13,	                   771.81,	                   440.25,	                  1000.00,	                   277.17,	                   466.09,	                    20.00,	                   190.79,	                     8.81,	                   431.45,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.57,	                     0.81,	                     3.39,	                     4.21,	                  8078.16,	                    19.07
                  1057.90,	                     6.43,	                   218.61,	                   771.47,	                   437.21,	                  1000.00,	                   277.11,	                   465.09,	                    20.00,	                   189.78,	                     8.74,	                   428.47,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.57,	                     0.81,	                     3.38,	                     4.19,	                  8105.11,	                    19.12
                  1065.62,	                     7.72,	                   216.91,	                   771.07,	                   433.82,	                  1000.00,	                   277.04,	                   463.93,	                    20.00,	                   188.63,	                     8.68,	                   425.14,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.57,	                     0.80,	                     3.37,	                     4.17,	                  8137.29,	                    19.18
                  1070.25,	                     4.63,	                   217.17,	                   775.99,	                   434.35,	                  1000.00,	                   277.21,	                   463.91,	                    20.00,	                   188.61,	                     8.69,	                   425.66,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.57,	                     0.80,	                     3.38,	                     4.18,	                  8156.65,	                    19.20
                  1075.81,	                     5.56,	                   215.82,	                   775.64,	                   431.65,	                  1000.00,	                   277.15,	                   463.04,	                    20.00,	                   187.74,	                     8.63,	                   423.02,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.57,	                     0.80,	                     3.37,	                     4.16,	                  8179.78,	                    19.25
                  1082.48,	                     6.67,	                   214.32,	                   775.25,	                   428.64,	                  1000.00,	                   277.09,	                   462.05,	                    20.00,	                   186.74,	                     8.57,	                   420.07,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.57,	                     0.79,	                     3.35,	                     4.14,	                  8207.43,	                    19.30
                  1086.49,	                     4.00,	                   214.63,	                   779.86,	                   429.25,	                  1000.00,	                   277.25,	                   462.07,	                    20.00,	                   186.77,	                     8.59,	                   420.67,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.57,	                     0.79,	                     3.36,	                     4.15,	                  8224.06,	                    19.32
                  1091.29,	                     4.80,	                   213.44,	                   779.51,	                   426.88,	                  1000.00,	                   277.20,	                   461.32,	                    20.00,	                   186.02,	                     8.54,	                   418.34,	                     0.00,	                     0.29,	                     0.28,	                     0.00,	                     0.57,	                     0.79,	                     3.35,	                     4.14,	                  8243.94,	                    19.36
                  1097.05,	                     5.76,	                   212.11,	                   779.12,	                   424.22,	                  1000.00,	                   277.14,	                   460.46,	                    20.00,	                   185.16,	                     8.48,	                   415.74,	                     0.00,	                     0.28,	                     0.28,	                     0.00,	                     0.57,	                     0.78,	                     3.34,	                     4.12,	                  8267.71,	                    19.41
                  1103.97,	                     6.92,	                   210.63,	                   778.67,	                   421.25,	                  1000.00,	                   277.08,	                   459.47,	                    20.00,	                   184.17,	                     8.43,	                   412.83,	                     0.00,	                     0.28,	                     0.28,	                     0.00,	                     0.56,	                     0.78,	                     3.33,	                     4.11,	                  8296.12,	                    19.46
