                  Time[d],	              TimeStep[d],	                 Qo[m3/d],	                 Qw[m3/d],	                 Qg[m3/d],	                Qwi[m3/d],	             PwfProd[bar],	              PwfInj[bar],	             PwhProd[bar],	              PwhInj[bar],	            QgFlare[m3/d],	             QgFuel[m3/d],	              QgExp[m3/d],	                 Pump[MW],	                  ESP[MW],	             ExpCompr[MW],	           TotalPower[MW],	    GasEmission[tonCO2/d],	 DieselEmission[tonCO2/d],	  TotalEmission[tonCO2/d],	      CumEmission[tonCO2],	   RelEmission[kgCO2/boe]
                    45.13,	                     1.42,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1151.75,	                    20.00,	                   876.44,	                    41.10,	                  2014.09,	                     0.00,	                     1.35,	                     0.29,	                     0.00,	                     1.64,	                     3.79,	                     9.70,	                    13.49,	                  4200.13,	                    13.10
                    45.98,	                     0.85,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1146.66,	                    20.00,	                   871.35,	                    41.10,	                  2014.09,	                     0.00,	                     1.34,	                     0.29,	                     0.00,	                     1.63,	                     3.79,	                     9.65,	                    13.44,	                  4211.62,	                    13.06
                    47.01,	                     1.03,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1145.26,	                    20.00,	                   869.95,	                    41.10,	                  2014.09,	                     0.00,	                     1.34,	                     0.29,	                     0.00,	                     1.63,	                     3.79,	                     9.64,	                    13.43,	                  4225.39,	                    13.04
                    48.24,	                     1.23,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1140.01,	                    20.00,	                   864.71,	                    41.10,	                  2014.09,	                     0.00,	                     1.33,	                     0.29,	                     0.00,	                     1.62,	                     3.79,	                     9.59,	                    13.38,	                  4241.85,	                    13.00
                    49.72,	                     1.48,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1138.19,	                    20.00,	                   862.89,	                    41.10,	                  2014.09,	                     0.00,	                     1.33,	                     0.29,	                     0.00,	                     1.62,	                     3.79,	                     9.57,	                    13.37,	                  4261.59,	                    12.98
                    50.60,	                     0.89,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1133.45,	                    20.00,	                   858.15,	                    41.10,	                  2014.09,	                     0.00,	                     1.32,	                     0.29,	                     0.00,	                     1.61,	                     3.79,	                     9.53,	                    13.32,	                  4273.39,	                    12.94
                    51.66,	                     1.06,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1132.26,	                    20.00,	                   856.96,	                    41.10,	                  2014.09,	                     0.00,	                     1.32,	                     0.29,	                     0.00,	                     1.61,	                     3.79,	                     9.52,	                    13.31,	                  4287.54,	                    12.93
                    52.94,	                     1.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1127.40,	                    20.00,	                   852.10,	                    41.10,	                  2014.09,	                     0.00,	                     1.31,	                     0.29,	                     0.00,	                     1.61,	                     3.79,	                     9.47,	                    13.27,	                  4304.46,	                    12.89
                    54.47,	                     1.53,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1125.85,	                    20.00,	                   850.55,	                    41.10,	                  2014.09,	                     0.00,	                     1.31,	                     0.29,	                     0.00,	                     1.60,	                     3.79,	                     9.46,	                    13.25,	                  4324.75,	                    12.87
                    56.31,	                     1.84,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1119.30,	                    20.00,	                   844.00,	                    41.10,	                  2014.09,	                     0.00,	                     1.30,	                     0.29,	                     0.00,	                     1.59,	                     3.79,	                     9.40,	                    13.19,	                  4348.99,	                    12.81
                    58.51,	                     2.20,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1117.34,	                    20.00,	                   842.04,	                    41.10,	                  2014.09,	                     0.00,	                     1.30,	                     0.29,	                     0.00,	                     1.59,	                     3.79,	                     9.38,	                    13.18,	                  4378.03,	                    12.80
                    59.83,	                     1.32,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1111.43,	                    20.00,	                   836.13,	                    41.10,	                  2014.09,	                     0.00,	                     1.29,	                     0.29,	                     0.00,	                     1.58,	                     3.79,	                     9.33,	                    13.12,	                  4395.39,	                    12.74
                    61.42,	                     1.59,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1110.17,	                    20.00,	                   834.87,	                    41.10,	                  2014.09,	                     0.00,	                     1.29,	                     0.29,	                     0.00,	                     1.58,	                     3.79,	                     9.32,	                    13.11,	                  4416.20,	                    12.73
                    63.33,	                     1.90,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1104.28,	                    20.00,	                   828.98,	                    41.10,	                  2014.09,	                     0.00,	                     1.28,	                     0.29,	                     0.00,	                     1.57,	                     3.79,	                     9.26,	                    13.06,	                  4441.06,	                    12.68
                    65.61,	                     2.29,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1102.67,	                    20.00,	                   827.37,	                    41.10,	                  2014.09,	                     0.00,	                     1.28,	                     0.29,	                     0.00,	                     1.57,	                     3.79,	                     9.25,	                    13.04,	                  4470.87,	                    12.67
                    66.98,	                     1.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1097.29,	                    20.00,	                   821.99,	                    41.10,	                  2014.09,	                     0.00,	                     1.27,	                     0.29,	                     0.00,	                     1.56,	                     3.79,	                     9.20,	                    12.99,	                  4488.69,	                    12.62
                    68.63,	                     1.65,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1096.25,	                    20.00,	                   820.95,	                    41.10,	                  2014.09,	                     0.00,	                     1.27,	                     0.29,	                     0.00,	                     1.56,	                     3.79,	                     9.19,	                    12.98,	                  4510.05,	                    12.61
                    70.60,	                     1.97,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1090.89,	                    20.00,	                   815.59,	                    41.10,	                  2014.09,	                     0.00,	                     1.26,	                     0.29,	                     0.00,	                     1.55,	                     3.79,	                     9.14,	                    12.94,	                  4535.59,	                    12.56
                    72.97,	                     2.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1089.54,	                    20.00,	                   814.24,	                    41.10,	                  2014.09,	                     0.00,	                     1.26,	                     0.29,	                     0.00,	                     1.55,	                     3.79,	                     9.13,	                    12.92,	                  4566.21,	                    12.55
                    74.39,	                     1.42,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1084.57,	                    20.00,	                   809.27,	                    41.10,	                  2014.09,	                     0.00,	                     1.25,	                     0.29,	                     0.00,	                     1.54,	                     3.79,	                     9.08,	                    12.88,	                  4584.52,	                    12.51
                    76.10,	                     1.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1083.69,	                    20.00,	                   808.39,	                    41.10,	                  2014.09,	                     0.00,	                     1.25,	                     0.29,	                     0.00,	                     1.54,	                     3.79,	                     9.08,	                    12.87,	                  4606.47,	                    12.50
                    78.15,	                     2.05,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1078.74,	                    20.00,	                   803.44,	                    41.10,	                  2014.09,	                     0.00,	                     1.24,	                     0.29,	                     0.00,	                     1.53,	                     3.79,	                     9.03,	                    12.82,	                  4632.73,	                    12.45
                    80.60,	                     2.46,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1077.60,	                    20.00,	                   802.30,	                    41.10,	                  2014.09,	                     0.00,	                     1.24,	                     0.29,	                     0.00,	                     1.53,	                     3.79,	                     9.02,	                    12.81,	                  4664.21,	                    12.44
                    82.08,	                     1.47,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1072.95,	                    20.00,	                   797.65,	                    41.10,	                  2014.09,	                     0.00,	                     1.23,	                     0.29,	                     0.00,	                     1.52,	                     3.79,	                     8.98,	                    12.77,	                  4683.03,	                    12.40
                    83.85,	                     1.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1072.20,	                    20.00,	                   796.90,	                    41.10,	                  2014.09,	                     0.00,	                     1.23,	                     0.29,	                     0.00,	                     1.52,	                     3.79,	                     8.97,	                    12.76,	                  4705.61,	                    12.40
                    85.97,	                     2.12,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1067.57,	                    20.00,	                   792.27,	                    41.10,	                  2014.09,	                     0.00,	                     1.22,	                     0.29,	                     0.00,	                     1.51,	                     3.79,	                     8.93,	                    12.72,	                  4732.61,	                    12.36
                    88.52,	                     2.55,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1066.58,	                    20.00,	                   791.28,	                    41.10,	                  2014.09,	                     0.00,	                     1.22,	                     0.29,	                     0.00,	                     1.51,	                     3.79,	                     8.92,	                    12.71,	                  4764.99,	                    12.35
                    90.04,	                     1.53,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1062.19,	                    20.00,	                   786.89,	                    41.10,	                  2014.09,	                     0.00,	                     1.21,	                     0.29,	                     0.00,	                     1.50,	                     3.79,	                     8.88,	                    12.67,	                  4784.36,	                    12.31
                    91.88,	                     1.83,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1061.54,	                    20.00,	                   786.24,	                    41.10,	                  2014.09,	                     0.00,	                     1.21,	                     0.29,	                     0.00,	                     1.50,	                     3.79,	                     8.87,	                    12.67,	                  4807.59,	                    12.30
                    94.08,	                     2.20,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1057.18,	                    20.00,	                   781.88,	                    41.10,	                  2014.09,	                     0.00,	                     1.21,	                     0.29,	                     0.00,	                     1.50,	                     3.79,	                     8.83,	                    12.63,	                  4835.38,	                    12.26
                    96.72,	                     2.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1056.32,	                    20.00,	                   781.02,	                    41.10,	                  2014.09,	                     0.00,	                     1.20,	                     0.29,	                     0.00,	                     1.50,	                     3.79,	                     8.83,	                    12.62,	                  4868.71,	                    12.26
                    99.89,	                     3.17,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1050.38,	                    20.00,	                   775.08,	                    41.10,	                  2014.09,	                     0.00,	                     1.19,	                     0.29,	                     0.00,	                     1.49,	                     3.79,	                     8.77,	                    12.57,	                  4908.52,	                    12.20
                   103.69,	                     3.80,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1049.28,	                    20.00,	                   773.98,	                    41.10,	                  2014.09,	                     0.00,	                     1.19,	                     0.29,	                     0.00,	                     1.48,	                     3.79,	                     8.76,	                    12.56,	                  4956.27,	                    12.19
                   104.83,	                     1.14,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1044.87,	                    20.00,	                   769.57,	                    41.10,	                  2014.09,	                     0.00,	                     1.19,	                     0.29,	                     0.00,	                     1.48,	                     3.79,	                     8.72,	                    12.52,	                  4970.55,	                    12.15
                   106.20,	                     1.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1044.51,	                    20.00,	                   769.20,	                    41.10,	                  2014.09,	                     0.00,	                     1.19,	                     0.29,	                     0.00,	                     1.48,	                     3.79,	                     8.72,	                    12.51,	                  4987.67,	                    12.15
                   107.84,	                     1.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1041.69,	                    20.00,	                   766.39,	                    41.10,	                  2014.09,	                     0.00,	                     1.18,	                     0.29,	                     0.00,	                     1.47,	                     3.79,	                     8.69,	                    12.49,	                  5008.19,	                    12.13
                   109.81,	                     1.97,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1041.19,	                    20.00,	                   765.89,	                    41.10,	                  2014.09,	                     0.00,	                     1.18,	                     0.29,	                     0.00,	                     1.47,	                     3.79,	                     8.69,	                    12.48,	                  5032.79,	                    12.12
                   112.18,	                     2.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1037.27,	                    20.00,	                   761.97,	                    41.10,	                  2014.09,	                     0.00,	                     1.17,	                     0.29,	                     0.00,	                     1.47,	                     3.79,	                     8.65,	                    12.45,	                  5062.23,	                    12.09
                   115.02,	                     2.84,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1036.61,	                    20.00,	                   761.30,	                    41.10,	                  2014.09,	                     0.00,	                     1.17,	                     0.29,	                     0.00,	                     1.47,	                     3.79,	                     8.65,	                    12.44,	                  5097.55,	                    12.08
                   118.43,	                     3.41,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1031.19,	                    20.00,	                   755.89,	                    41.10,	                  2014.09,	                     0.00,	                     1.16,	                     0.29,	                     0.00,	                     1.46,	                     3.79,	                     8.60,	                    12.39,	                  5139.75,	                    12.03
                   122.51,	                     4.09,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1030.33,	                    20.00,	                   755.03,	                    41.10,	                  2014.09,	                     0.00,	                     1.16,	                     0.29,	                     0.00,	                     1.46,	                     3.79,	                     8.59,	                    12.38,	                  5190.37,	                    12.03
                   124.97,	                     2.45,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1025.10,	                    20.00,	                   749.80,	                    41.10,	                  2014.09,	                     0.00,	                     1.16,	                     0.29,	                     0.00,	                     1.45,	                     3.79,	                     8.54,	                    12.33,	                  5220.62,	                    11.98
                   127.91,	                     2.94,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1024.54,	                    20.00,	                   749.24,	                    41.10,	                  2014.09,	                     0.00,	                     1.15,	                     0.29,	                     0.00,	                     1.45,	                     3.79,	                     8.54,	                    12.33,	                  5256.91,	                    11.97
                   131.44,	                     3.53,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1019.38,	                    20.00,	                   744.08,	                    41.10,	                  2014.09,	                     0.00,	                     1.15,	                     0.29,	                     0.00,	                     1.44,	                     3.79,	                     8.49,	                    12.28,	                  5300.29,	                    11.93
                   135.68,	                     4.24,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1018.65,	                    20.00,	                   743.35,	                    41.10,	                  2014.09,	                     0.00,	                     1.15,	                     0.29,	                     0.00,	                     1.44,	                     3.79,	                     8.48,	                    12.28,	                  5352.32,	                    11.92
                   138.22,	                     2.54,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1013.60,	                    20.00,	                   738.30,	                    41.10,	                  2014.09,	                     0.00,	                     1.14,	                     0.29,	                     0.00,	                     1.43,	                     3.79,	                     8.44,	                    12.23,	                  5383.42,	                    11.88
                   141.27,	                     3.05,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1013.12,	                    20.00,	                   737.82,	                    41.10,	                  2014.09,	                     0.00,	                     1.14,	                     0.29,	                     0.00,	                     1.43,	                     3.79,	                     8.43,	                    12.23,	                  5420.72,	                    11.87
                   144.94,	                     3.66,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1008.14,	                    20.00,	                   732.84,	                    41.10,	                  2014.09,	                     0.00,	                     1.13,	                     0.29,	                     0.00,	                     1.42,	                     3.79,	                     8.39,	                    12.18,	                  5465.32,	                    11.83
                   149.33,	                     4.39,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1007.50,	                    20.00,	                   732.20,	                    41.10,	                  2014.09,	                     0.00,	                     1.13,	                     0.29,	                     0.00,	                     1.42,	                     3.79,	                     8.38,	                    12.17,	                  5518.82,	                    11.82
                   151.97,	                     2.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1002.57,	                    20.00,	                   727.26,	                    41.10,	                  2014.09,	                     0.00,	                     1.12,	                     0.29,	                     0.00,	                     1.41,	                     3.79,	                     8.34,	                    12.13,	                  5550.79,	                    11.78
                   155.13,	                     3.16,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1002.14,	                    20.00,	                   726.84,	                    41.10,	                  2014.09,	                     0.00,	                     1.12,	                     0.29,	                     0.00,	                     1.41,	                     3.79,	                     8.33,	                    12.13,	                  5589.16,	                    11.78
                   158.93,	                     3.80,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   997.24,	                    20.00,	                   721.94,	                    41.10,	                  2014.09,	                     0.00,	                     1.11,	                     0.29,	                     0.00,	                     1.40,	                     3.79,	                     8.29,	                    12.08,	                  5635.02,	                    11.73
                   163.48,	                     4.56,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   996.68,	                    20.00,	                   721.38,	                    41.10,	                  2014.09,	                     0.00,	                     1.11,	                     0.29,	                     0.00,	                     1.40,	                     3.79,	                     8.28,	                    12.08,	                  5690.03,	                    11.73
                   166.22,	                     2.73,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   991.74,	                    20.00,	                   716.43,	                    41.10,	                  2014.09,	                     0.00,	                     1.10,	                     0.29,	                     0.00,	                     1.40,	                     3.79,	                     8.24,	                    12.03,	                  5722.92,	                    11.68
                   169.50,	                     3.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   991.36,	                    20.00,	                   716.06,	                    41.10,	                  2014.09,	                     0.00,	                     1.10,	                     0.29,	                     0.00,	                     1.40,	                     3.79,	                     8.23,	                    12.03,	                  5762.37,	                    11.68
                   173.43,	                     3.94,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   986.42,	                    20.00,	                   711.11,	                    41.10,	                  2014.09,	                     0.00,	                     1.10,	                     0.29,	                     0.00,	                     1.39,	                     3.79,	                     8.19,	                    11.98,	                  5809.53,	                    11.64
                   178.16,	                     4.72,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   985.92,	                    20.00,	                   710.62,	                    41.10,	                  2014.09,	                     0.00,	                     1.10,	                     0.29,	                     0.00,	                     1.39,	                     3.79,	                     8.18,	                    11.98,	                  5866.11,	                    11.63
                   180.99,	                     2.83,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   980.88,	                    20.00,	                   705.58,	                    41.10,	                  2014.09,	                     0.00,	                     1.09,	                     0.29,	                     0.00,	                     1.38,	                     3.79,	                     8.14,	                    11.93,	                  5899.92,	                    11.59
                   184.39,	                     3.40,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   980.55,	                    20.00,	                   705.25,	                    41.10,	                  2014.09,	                     0.00,	                     1.09,	                     0.29,	                     0.00,	                     1.38,	                     3.79,	                     8.13,	                    11.93,	                  5940.49,	                    11.58
                   188.47,	                     4.08,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   975.49,	                    20.00,	                   700.19,	                    41.10,	                  2014.09,	                     0.00,	                     1.08,	                     0.29,	                     0.00,	                     1.37,	                     3.79,	                     8.09,	                    11.88,	                  5988.98,	                    11.54
                   193.37,	                     4.90,	                  1027.60,	                     0.00,	                  2055.19,	                  1000.00,	                   278.36,	                   975.05,	                    20.00,	                   699.75,	                    41.10,	                  2014.09,	                     0.00,	                     1.08,	                     0.29,	                     0.00,	                     1.37,	                     3.79,	                     8.08,	                    11.88,	                  6047.15,	                    11.54
                   196.31,	                     2.94,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                   969.82,	                    20.00,	                   694.52,	                    41.10,	                  2014.10,	                     0.00,	                     1.07,	                     0.29,	                     0.00,	                     1.36,	                     3.79,	                     8.04,	                    11.83,	                  6081.91,	                    11.49
                   199.83,	                     3.53,	                  1027.59,	                     0.00,	                  2055.19,	                  1000.00,	                   278.36,	                   969.53,	                    20.00,	                   694.23,	                    41.10,	                  2014.08,	                     0.00,	                     1.07,	                     0.29,	                     0.00,	                     1.36,	                     3.79,	                     8.03,	                    11.83,	                  6123.62,	                    11.49
                   204.06,	                     4.23,	                  1027.62,	                     0.00,	                  2055.24,	                  1000.00,	                   278.36,	                   964.25,	                    20.00,	                   688.95,	                    41.10,	                  2014.13,	                     0.00,	                     1.06,	                     0.29,	                     0.00,	                     1.35,	                     3.79,	                     7.99,	                    11.78,	                  6173.46,	                    11.44
                   209.14,	                     5.08,	                  1027.66,	                     0.00,	                  2055.32,	                  1000.00,	                   278.36,	                   960.64,	                    20.00,	                   685.34,	                    41.11,	                  2014.21,	                     0.00,	                     1.06,	                     0.29,	                     0.00,	                     1.35,	                     3.79,	                     7.95,	                    11.75,	                  6233.10,	                    11.41
                   215.24,	                     6.09,	                  1027.78,	                     0.00,	                  2055.57,	                  1000.00,	                   278.36,	                   956.30,	                    20.00,	                   681.00,	                    41.11,	                  2014.46,	                     0.00,	                     1.05,	                     0.29,	                     0.00,	                     1.34,	                     3.79,	                     7.91,	                    11.71,	                  6304.44,	                    11.37
                   222.55,	                     7.31,	                  1028.11,	                     0.05,	                  2056.21,	                  1000.00,	                   278.38,	                   951.06,	                    20.00,	                   675.76,	                    41.12,	                  2015.09,	                     0.00,	                     1.04,	                     0.29,	                     0.00,	                     1.33,	                     3.80,	                     7.87,	                    11.66,	                  6389.71,	                    11.32
                   226.93,	                     4.39,	                  1027.96,	                     0.12,	                  2055.92,	                  1000.00,	                   278.37,	                   947.69,	                    20.00,	                   672.39,	                    41.12,	                  2014.80,	                     0.00,	                     1.04,	                     0.29,	                     0.00,	                     1.33,	                     3.80,	                     7.84,	                    11.63,	                  6440.73,	                    11.29
                   232.20,	                     5.26,	                  1028.05,	                     0.37,	                  2056.10,	                  1000.00,	                   278.38,	                   943.65,	                    20.00,	                   668.34,	                    41.12,	                  2014.97,	                     0.00,	                     1.03,	                     0.29,	                     0.00,	                     1.32,	                     3.80,	                     7.80,	                    11.59,	                  6501.77,	                    11.26
                   238.52,	                     6.32,	                  1027.53,	                     1.23,	                  2055.07,	                  1000.00,	                   278.40,	                   938.47,	                    20.00,	                   663.17,	                    41.10,	                  2013.97,	                     0.00,	                     1.02,	                     0.29,	                     0.00,	                     1.31,	                     3.79,	                     7.75,	                    11.55,	                  6574.71,	                    11.21
                   242.31,	                     3.79,	                  1025.87,	                     2.24,	                  2051.73,	                  1000.00,	                   278.37,	                   934.84,	                    20.00,	                   659.54,	                    41.03,	                  2010.70,	                     0.00,	                     1.02,	                     0.29,	                     0.00,	                     1.31,	                     3.79,	                     7.72,	                    11.51,	                  6618.32,	                    11.19
                   246.85,	                     4.55,	                  1023.42,	                     4.34,	                  2046.84,	                  1000.00,	                   278.36,	                   930.31,	                    20.00,	                   655.01,	                    40.94,	                  2005.91,	                     0.00,	                     1.01,	                     0.29,	                     0.00,	                     1.30,	                     3.78,	                     7.68,	                    11.45,	                  6670.42,	                    11.17
                   249.58,	                     2.73,	                  1021.02,	                     6.19,	                  2042.03,	                  1000.00,	                   278.34,	                   927.27,	                    20.00,	                   651.96,	                    40.84,	                  2001.19,	                     0.00,	                     1.00,	                     0.29,	                     0.00,	                     1.30,	                     3.77,	                     7.65,	                    11.42,	                  6701.57,	                    11.16
                   252.86,	                     3.27,	                  1017.29,	                     9.22,	                  2034.59,	                  1000.00,	                   278.32,	                   923.36,	                    20.00,	                   648.05,	                    40.69,	                  1993.90,	                     0.00,	                     1.00,	                     0.29,	                     0.00,	                     1.29,	                     3.76,	                     7.61,	                    11.37,	                  6738.80,	                    11.15
                   254.82,	                     1.96,	                  1014.87,	                    11.53,	                  2029.74,	                  1000.00,	                   278.32,	                   920.95,	                    20.00,	                   645.65,	                    40.59,	                  1989.15,	                     0.00,	                     0.99,	                     0.29,	                     0.00,	                     1.29,	                     3.75,	                     7.59,	                    11.34,	                  6761.07,	                    11.15
                   257.18,	                     2.36,	                  1010.83,	                    14.84,	                  2021.67,	                  1000.00,	                   278.29,	                   917.72,	                    20.00,	                   642.42,	                    40.43,	                  1981.23,	                     0.00,	                     0.99,	                     0.29,	                     0.00,	                     1.28,	                     3.73,	                     7.56,	                    11.29,	                  6787.69,	                    11.15
