                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                    27.74	                     0.51	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1228.18	                    20.00	                   952.89	                    41.10	                  2014.09	                     0.00	                     1.47	                     0.29	                     0.00	                     1.76	                     3.79	                    10.39	                    14.19	                  3960.63	                    13.78
                    28.35	                     0.62	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1225.64	                    20.00	                   950.35	                    41.10	                  2014.09	                     0.00	                     1.47	                     0.29	                     0.00	                     1.76	                     3.79	                    10.37	                    14.16	                  3969.36	                    13.76
                    29.09	                     0.74	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1219.33	                    20.00	                   944.04	                    41.10	                  2014.09	                     0.00	                     1.46	                     0.29	                     0.00	                     1.75	                     3.79	                    10.31	                    14.11	                  3979.79	                    13.70
                    29.98	                     0.89	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1216.06	                    20.00	                   940.78	                    41.10	                  2014.09	                     0.00	                     1.45	                     0.29	                     0.00	                     1.74	                     3.79	                    10.28	                    14.08	                  3992.28	                    13.67
                    31.05	                     1.06	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1207.76	                    20.00	                   932.47	                    41.10	                  2014.09	                     0.00	                     1.44	                     0.29	                     0.00	                     1.73	                     3.79	                    10.21	                    14.00	                  4007.19	                    13.60
                    32.32	                     1.28	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1203.73	                    20.00	                   928.44	                    41.10	                  2014.09	                     0.00	                     1.43	                     0.29	                     0.00	                     1.72	                     3.79	                    10.17	                    13.96	                  4025.03	                    13.56
                    33.09	                     0.77	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1196.81	                    20.00	                   921.52	                    41.10	                  2014.09	                     0.00	                     1.42	                     0.29	                     0.00	                     1.71	                     3.79	                    10.11	                    13.90	                  4035.69	                    13.50
                    34.01	                     0.92	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1194.27	                    20.00	                   918.98	                    41.10	                  2014.09	                     0.00	                     1.42	                     0.29	                     0.00	                     1.71	                     3.79	                    10.08	                    13.88	                  4048.45	                    13.48
                    35.11	                     1.10	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1187.10	                    20.00	                   911.81	                    41.10	                  2014.09	                     0.00	                     1.41	                     0.29	                     0.00	                     1.70	                     3.79	                    10.02	                    13.81	                  4063.70	                    13.42
                    36.44	                     1.32	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1183.91	                    20.00	                   908.62	                    41.10	                  2014.09	                     0.00	                     1.40	                     0.29	                     0.00	                     1.69	                     3.79	                     9.99	                    13.78	                  4081.96	                    13.39
                    37.23	                     0.79	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1177.79	                    20.00	                   902.50	                    41.10	                  2014.09	                     0.00	                     1.39	                     0.29	                     0.00	                     1.68	                     3.79	                     9.93	                    13.73	                  4092.87	                    13.33
                    38.19	                     0.95	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1175.75	                    20.00	                   900.46	                    41.10	                  2014.09	                     0.00	                     1.39	                     0.29	                     0.00	                     1.68	                     3.79	                     9.92	                    13.71	                  4105.95	                    13.31
                    39.33	                     1.14	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1169.41	                    20.00	                   894.13	                    41.10	                  2014.09	                     0.00	                     1.38	                     0.29	                     0.00	                     1.67	                     3.79	                     9.86	                    13.65	                  4121.57	                    13.26
                    40.71	                     1.37	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1166.82	                    20.00	                   891.53	                    41.10	                  2014.09	                     0.00	                     1.37	                     0.29	                     0.00	                     1.67	                     3.79	                     9.83	                    13.63	                  4140.29	                    13.24
                    41.53	                     0.82	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1161.29	                    20.00	                   886.00	                    41.10	                  2014.09	                     0.00	                     1.37	                     0.29	                     0.00	                     1.66	                     3.79	                     9.78	                    13.58	                  4151.48	                    13.19
                    42.52	                     0.99	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1159.62	                    20.00	                   884.33	                    41.10	                  2014.09	                     0.00	                     1.36	                     0.29	                     0.00	                     1.66	                     3.79	                     9.77	                    13.56	                  4164.89	                    13.17
                    43.71	                     1.19	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1153.90	                    20.00	                   878.61	                    41.10	                  2014.09	                     0.00	                     1.35	                     0.29	                     0.00	                     1.65	                     3.79	                     9.72	                    13.51	                  4180.92	                    13.12
                    45.13	                     1.42	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1151.75	                    20.00	                   876.46	                    41.10	                  2014.09	                     0.00	                     1.35	                     0.29	                     0.00	                     1.64	                     3.79	                     9.70	                    13.49	                  4200.13	                    13.10
