                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                    28.24	                     0.99	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1174.42	                    20.00	                   889.30	                    41.10	                  2014.09	                     0.00	                     1.37	                     0.29	                     0.00	                     1.66	                     3.79	                     9.81	                    13.61	                   409.34	                    13.22
                    29.43	                     1.19	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1167.99	                    20.00	                   882.87	                    41.10	                  2014.09	                     0.00	                     1.36	                     0.29	                     0.00	                     1.65	                     3.79	                     9.76	                    13.55	                   425.47	                    13.16
                    30.86	                     1.43	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1165.48	                    20.00	                   880.36	                    41.10	                  2014.09	                     0.00	                     1.36	                     0.29	                     0.00	                     1.65	                     3.79	                     9.73	                    13.53	                   444.79	                    13.14
                    31.72	                     0.86	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1159.83	                    20.00	                   874.71	                    41.10	                  2014.09	                     0.00	                     1.35	                     0.29	                     0.00	                     1.64	                     3.79	                     9.68	                    13.47	                   456.34	                    13.09
                    32.74	                     1.03	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1158.21	                    20.00	                   873.09	                    41.10	                  2014.09	                     0.00	                     1.35	                     0.29	                     0.00	                     1.64	                     3.79	                     9.67	                    13.46	                   470.19	                    13.07
                    33.98	                     1.23	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1152.41	                    20.00	                   867.29	                    41.10	                  2014.09	                     0.00	                     1.34	                     0.29	                     0.00	                     1.63	                     3.79	                     9.61	                    13.41	                   486.73	                    13.02
                    35.46	                     1.48	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1150.33	                    20.00	                   865.21	                    41.10	                  2014.09	                     0.00	                     1.33	                     0.29	                     0.00	                     1.63	                     3.79	                     9.59	                    13.39	                   506.56	                    13.00
                    36.35	                     0.89	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1145.14	                    20.00	                   860.02	                    41.10	                  2014.09	                     0.00	                     1.33	                     0.29	                     0.00	                     1.62	                     3.79	                     9.55	                    13.34	                   518.42	                    12.96
                    37.42	                     1.07	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1143.79	                    20.00	                   858.66	                    41.10	                  2014.09	                     0.00	                     1.32	                     0.29	                     0.00	                     1.62	                     3.79	                     9.53	                    13.33	                   532.63	                    12.94
                    38.70	                     1.28	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1138.46	                    20.00	                   853.34	                    41.10	                  2014.09	                     0.00	                     1.32	                     0.29	                     0.00	                     1.61	                     3.79	                     9.49	                    13.28	                   549.63	                    12.90
                    40.23	                     1.54	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1136.71	                    20.00	                   851.58	                    41.10	                  2014.09	                     0.00	                     1.31	                     0.29	                     0.00	                     1.60	                     3.79	                     9.47	                    13.26	                   570.00	                    12.88
                    41.15	                     0.92	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1131.87	                    20.00	                   846.75	                    41.10	                  2014.09	                     0.00	                     1.31	                     0.29	                     0.00	                     1.60	                     3.79	                     9.43	                    13.22	                   582.18	                    12.84
